in s,C1 in V,C2 in V
-8.128000E-06,-6.89229E-01,-2.09880E-02
-8.124800E-06,-6.85319E-01,-2.09880E-02
-8.121600E-06,-6.87274E-01,-2.09880E-02
-8.118400E-06,-6.87274E-01,-2.07436E-02
-8.115200E-06,-6.87274E-01,-2.06947E-02
-8.112000E-06,-6.85319E-01,-2.04015E-02
-8.108800E-06,-6.85319E-01,-2.01571E-02
-8.105600E-06,-6.81409E-01,-2.04992E-02
-8.102400E-06,-6.91184E-01,-2.03037E-02
-8.099200E-06,-6.81409E-01,-1.96684E-02
-8.096000E-06,-6.87274E-01,-2.00594E-02
-8.092800E-06,-6.85319E-01,-2.00594E-02
-8.089600E-06,-6.93139E-01,-1.93751E-02
-8.086400E-06,-6.85319E-01,-1.97172E-02
-8.083200E-06,-6.85319E-01,-1.97172E-02
-8.080000E-06,-6.89229E-01,-1.93262E-02
-8.076800E-06,-6.93139E-01,-1.96195E-02
-8.073600E-06,-6.87274E-01,-1.93751E-02
-8.070400E-06,-6.91184E-01,-1.92774E-02
-8.067200E-06,-6.91184E-01,-1.95706E-02
-8.064000E-06,-6.85319E-01,-1.94729E-02
-8.060800E-06,-6.87274E-01,-1.94240E-02
-8.057600E-06,-6.93139E-01,-1.97172E-02
-8.054400E-06,-6.89229E-01,-1.95706E-02
-8.051200E-06,-6.91184E-01,-1.94729E-02
-8.048000E-06,-6.99004E-01,-1.98150E-02
-8.044800E-06,-6.93139E-01,-2.00105E-02
-8.041600E-06,-6.87274E-01,-1.97172E-02
-8.038400E-06,-6.87274E-01,-2.00594E-02
-8.035200E-06,-6.89229E-01,-2.04992E-02
-8.032000E-06,-6.87274E-01,-1.99616E-02
-8.028800E-06,-6.89229E-01,-2.06459E-02
-8.025600E-06,-6.87274E-01,-2.09880E-02
-8.022400E-06,-6.89229E-01,-2.06459E-02
-8.019200E-06,-6.91184E-01,-2.07436E-02
-8.016000E-06,-6.91184E-01,-2.14279E-02
-8.012800E-06,-6.93139E-01,-2.10857E-02
-8.009600E-06,-6.91184E-01,-2.10857E-02
-8.006400E-06,-6.93139E-01,-2.15256E-02
-8.003200E-06,-6.97049E-01,-2.16234E-02
-8.000000E-06,-6.93139E-01,-2.14767E-02
-7.996800E-06,-6.87274E-01,-2.18189E-02
-7.993600E-06,-6.91184E-01,-2.19655E-02
-7.990400E-06,-6.91184E-01,-2.20632E-02
-7.987200E-06,-6.93139E-01,-2.22099E-02
-7.984000E-06,-6.91184E-01,-2.20632E-02
-7.980800E-06,-6.91184E-01,-2.23076E-02
-7.977600E-06,-6.93139E-01,-2.24054E-02
-7.974400E-06,-6.97049E-01,-2.21121E-02
-7.971200E-06,-6.97049E-01,-2.24054E-02
-7.968000E-06,-6.97049E-01,-2.26009E-02
-7.964800E-06,-6.95094E-01,-2.24054E-02
-7.961600E-06,-6.93139E-01,-2.24542E-02
-7.958400E-06,-6.93139E-01,-2.27964E-02
-7.955200E-06,-6.93139E-01,-2.24054E-02
-7.952000E-06,-6.85319E-01,-2.22587E-02
-7.948800E-06,-6.93139E-01,-2.26497E-02
-7.945600E-06,-6.95094E-01,-2.25520E-02
-7.942400E-06,-6.99004E-01,-2.25520E-02
-7.939200E-06,-6.99004E-01,-2.25031E-02
-7.936000E-06,-6.93139E-01,-2.27475E-02
-7.932800E-06,-6.97049E-01,-2.26009E-02
-7.929600E-06,-6.93139E-01,-2.23565E-02
-7.926400E-06,-6.93139E-01,-2.26497E-02
-7.923200E-06,-6.97049E-01,-2.26497E-02
-7.920000E-06,-6.91184E-01,-2.24542E-02
-7.916800E-06,-6.99004E-01,-2.25031E-02
-7.913600E-06,-7.02914E-01,-2.26497E-02
-7.910400E-06,-7.00959E-01,-2.23565E-02
-7.907200E-06,-6.99004E-01,-2.23076E-02
-7.904000E-06,-7.00959E-01,-2.26497E-02
-7.900800E-06,-6.99004E-01,-2.24542E-02
-7.897600E-06,-6.97049E-01,-2.24542E-02
-7.894400E-06,-7.00959E-01,-2.24542E-02
-7.891200E-06,-6.99004E-01,-2.26497E-02
-7.888000E-06,-6.97049E-01,-2.24542E-02
-7.884800E-06,-6.97049E-01,-2.24542E-02
-7.881600E-06,-6.97049E-01,-2.24054E-02
-7.878400E-06,-6.99004E-01,-2.25031E-02
-7.875200E-06,-6.95094E-01,-2.22587E-02
-7.872000E-06,-6.99004E-01,-2.21610E-02
-7.868800E-06,-7.04869E-01,-2.24542E-02
-7.865600E-06,-6.99004E-01,-2.22587E-02
-7.862400E-06,-6.97049E-01,-2.19166E-02
-7.859200E-06,-6.95094E-01,-2.22587E-02
-7.856000E-06,-6.93139E-01,-2.23565E-02
-7.852800E-06,-6.99004E-01,-2.20144E-02
-7.849600E-06,-6.95094E-01,-2.19655E-02
-7.846400E-06,-6.99004E-01,-2.21121E-02
-7.843200E-06,-6.97049E-01,-2.17700E-02
-7.840000E-06,-6.99004E-01,-2.17211E-02
-7.836800E-06,-7.04869E-01,-2.19166E-02
-7.833600E-06,-7.00959E-01,-2.16722E-02
-7.830400E-06,-6.99004E-01,-2.15745E-02
-7.827200E-06,-6.99004E-01,-2.17700E-02
-7.824000E-06,-6.93139E-01,-2.15745E-02
-7.820800E-06,-6.97049E-01,-2.16722E-02
-7.817600E-06,-6.95094E-01,-2.15745E-02
-7.814400E-06,-7.02914E-01,-2.17211E-02
-7.811200E-06,-7.02914E-01,-2.17700E-02
-7.808000E-06,-7.02914E-01,-2.16234E-02
-7.804800E-06,-7.02914E-01,-2.19166E-02
-7.801600E-06,-7.02914E-01,-2.20632E-02
-7.798400E-06,-6.99004E-01,-2.18677E-02
-7.795200E-06,-7.02914E-01,-2.19166E-02
-7.792000E-06,-7.00959E-01,-2.22099E-02
-7.788800E-06,-7.02914E-01,-2.21610E-02
-7.785600E-06,-6.99004E-01,-2.20144E-02
-7.782400E-06,-7.04869E-01,-2.23076E-02
-7.779200E-06,-7.00959E-01,-2.22099E-02
-7.776000E-06,-6.99004E-01,-2.20144E-02
-7.772800E-06,-6.99004E-01,-2.23565E-02
-7.769600E-06,-7.04869E-01,-2.23565E-02
-7.766400E-06,-6.99004E-01,-2.20632E-02
-7.763200E-06,-7.00959E-01,-2.24542E-02
-7.760000E-06,-7.06824E-01,-2.24542E-02
-7.756800E-06,-7.06824E-01,-2.21121E-02
-7.753600E-06,-6.97049E-01,-2.25031E-02
-7.750400E-06,-7.02914E-01,-2.28452E-02
-7.747200E-06,-7.02914E-01,-2.20632E-02
-7.744000E-06,-7.00959E-01,-2.25031E-02
-7.740800E-06,-7.00959E-01,-2.28941E-02
-7.737600E-06,-7.04869E-01,-2.23565E-02
-7.734400E-06,-7.02914E-01,-2.24054E-02
-7.731200E-06,-7.06824E-01,-2.29430E-02
-7.728000E-06,-7.02914E-01,-2.25031E-02
-7.724800E-06,-7.00959E-01,-2.24542E-02
-7.721600E-06,-7.06824E-01,-2.30407E-02
-7.718400E-06,-7.08779E-01,-2.26986E-02
-7.715200E-06,-7.00959E-01,-2.26497E-02
-7.712000E-06,-7.06824E-01,-2.31874E-02
-7.708800E-06,-7.06824E-01,-2.27964E-02
-7.705600E-06,-7.10734E-01,-2.26009E-02
-7.702400E-06,-7.04869E-01,-2.29919E-02
-7.699200E-06,-7.10734E-01,-2.29430E-02
-7.696000E-06,-7.02914E-01,-2.26497E-02
-7.692800E-06,-7.04869E-01,-2.30407E-02
-7.689600E-06,-7.02914E-01,-2.28452E-02
-7.686400E-06,-7.06824E-01,-2.27475E-02
-7.683200E-06,-7.06824E-01,-2.28941E-02
-7.680000E-06,-7.06824E-01,-2.27475E-02
-7.676800E-06,-7.04869E-01,-2.29430E-02
-7.673600E-06,-7.06824E-01,-2.26497E-02
-7.670400E-06,-7.00959E-01,-2.24054E-02
-7.667200E-06,-7.06824E-01,-2.27475E-02
-7.664000E-06,-7.02914E-01,-2.27475E-02
-7.660800E-06,-7.06824E-01,-2.22587E-02
-7.657600E-06,-7.10734E-01,-2.26009E-02
-7.654400E-06,-7.08779E-01,-2.29430E-02
-7.651200E-06,-7.04869E-01,-2.21610E-02
-7.648000E-06,-7.08779E-01,-2.22099E-02
-7.644800E-06,-7.06824E-01,-2.27964E-02
-7.641600E-06,-7.04869E-01,-2.20632E-02
-7.638400E-06,-7.08779E-01,-2.19166E-02
-7.635200E-06,-7.10734E-01,-2.27964E-02
-7.632000E-06,-7.18554E-01,-2.26009E-02
-7.628800E-06,-7.12689E-01,-2.13301E-02
-7.625600E-06,-7.08779E-01,-2.21121E-02
-7.622400E-06,-7.08779E-01,-2.27475E-02
-7.619200E-06,-7.08779E-01,-2.20144E-02
-7.616000E-06,-7.08779E-01,-2.17700E-02
-7.612800E-06,-7.06824E-01,-2.24054E-02
-7.609600E-06,-7.06824E-01,-2.22099E-02
-7.606400E-06,-7.04869E-01,-2.22099E-02
-7.603200E-06,-7.14644E-01,-2.22099E-02
-7.600000E-06,-7.06824E-01,-2.19166E-02
-7.596800E-06,-7.06824E-01,-2.22099E-02
-7.593600E-06,-7.06824E-01,-2.23565E-02
-7.590400E-06,-7.12689E-01,-2.23076E-02
-7.587200E-06,-7.08779E-01,-2.23565E-02
-7.584000E-06,-7.06824E-01,-2.21610E-02
-7.580800E-06,-7.08779E-01,-2.21610E-02
-7.577600E-06,-7.14644E-01,-2.26009E-02
-7.574400E-06,-7.08779E-01,-2.22099E-02
-7.571200E-06,-7.14644E-01,-2.22587E-02
-7.568000E-06,-7.10734E-01,-2.27475E-02
-7.564800E-06,-7.08779E-01,-2.25520E-02
-7.561600E-06,-7.10734E-01,-2.24054E-02
-7.558400E-06,-7.08779E-01,-2.28941E-02
-7.555200E-06,-7.08779E-01,-2.26497E-02
-7.552000E-06,-7.10734E-01,-2.24054E-02
-7.548800E-06,-7.08779E-01,-2.29919E-02
-7.545600E-06,-7.14644E-01,-2.28452E-02
-7.542400E-06,-7.08779E-01,-2.24054E-02
-7.539200E-06,-7.16599E-01,-2.29919E-02
-7.536000E-06,-7.10734E-01,-2.28941E-02
-7.532800E-06,-7.18554E-01,-2.23076E-02
-7.529600E-06,-7.18554E-01,-2.28941E-02
-7.526400E-06,-7.18554E-01,-2.29430E-02
-7.523200E-06,-7.10734E-01,-2.25520E-02
-7.520000E-06,-7.08779E-01,-2.29430E-02
-7.516800E-06,-7.14644E-01,-2.30407E-02
-7.513600E-06,-7.18554E-01,-2.26986E-02
-7.510400E-06,-7.16599E-01,-2.27475E-02
-7.507200E-06,-7.04869E-01,-2.28452E-02
-7.504000E-06,-7.14644E-01,-2.25031E-02
-7.500800E-06,-7.08779E-01,-2.26497E-02
-7.497600E-06,-7.12689E-01,-2.26497E-02
-7.494400E-06,-7.16599E-01,-2.26009E-02
-7.491200E-06,-7.16599E-01,-2.26497E-02
-7.488000E-06,-7.14644E-01,-2.26497E-02
-7.484800E-06,-7.10734E-01,-2.26009E-02
-7.481600E-06,-7.12689E-01,-2.28941E-02
-7.478400E-06,-7.16599E-01,-2.25520E-02
-7.475200E-06,-7.18554E-01,-2.26009E-02
-7.472000E-06,-7.10734E-01,-2.26497E-02
-7.468800E-06,-7.14644E-01,-2.25031E-02
-7.465600E-06,-7.12689E-01,-2.26009E-02
-7.462400E-06,-7.14644E-01,-2.27475E-02
-7.459200E-06,-7.14644E-01,-2.22587E-02
-7.456000E-06,-7.18554E-01,-2.24542E-02
-7.452800E-06,-7.16599E-01,-2.26497E-02
-7.449600E-06,-7.14644E-01,-2.23076E-02
-7.446400E-06,-7.18554E-01,-2.24542E-02
-7.443200E-06,-7.18554E-01,-2.27964E-02
-7.440000E-06,-7.16599E-01,-2.22099E-02
-7.436800E-06,-7.20509E-01,-2.20632E-02
-7.433600E-06,-7.14644E-01,-2.26986E-02
-7.430400E-06,-7.20509E-01,-2.23565E-02
-7.427200E-06,-7.14644E-01,-2.20144E-02
-7.424000E-06,-7.20509E-01,-2.28452E-02
-7.420800E-06,-7.18554E-01,-2.26009E-02
-7.417600E-06,-7.14644E-01,-2.21610E-02
-7.414400E-06,-7.14644E-01,-2.26497E-02
-7.411200E-06,-7.20509E-01,-2.26009E-02
-7.408000E-06,-7.20509E-01,-2.22587E-02
-7.404800E-06,-7.18554E-01,-2.26497E-02
-7.401600E-06,-7.14644E-01,-2.26009E-02
-7.398400E-06,-7.18554E-01,-2.23565E-02
-7.395200E-06,-7.18554E-01,-2.24054E-02
-7.392000E-06,-7.20509E-01,-2.25031E-02
-7.388800E-06,-7.18554E-01,-2.26009E-02
-7.385600E-06,-7.14644E-01,-2.26009E-02
-7.382400E-06,-7.14644E-01,-2.24542E-02
-7.379200E-06,-7.16599E-01,-2.25520E-02
-7.376000E-06,-7.14644E-01,-2.26986E-02
-7.372800E-06,-7.20509E-01,-2.24054E-02
-7.369600E-06,-7.20509E-01,-2.26986E-02
-7.366400E-06,-7.20509E-01,-2.26986E-02
-7.363200E-06,-7.18554E-01,-2.24542E-02
-7.360000E-06,-7.20509E-01,-2.25031E-02
-7.356800E-06,-7.14644E-01,-2.27475E-02
-7.353600E-06,-7.24419E-01,-2.24054E-02
-7.350400E-06,-7.10734E-01,-2.22587E-02
-7.347200E-06,-7.22464E-01,-2.26497E-02
-7.344000E-06,-7.20509E-01,-2.24054E-02
-7.340800E-06,-7.20509E-01,-2.22587E-02
-7.337600E-06,-7.18554E-01,-2.25520E-02
-7.334400E-06,-7.20509E-01,-2.24054E-02
-7.331200E-06,-7.18554E-01,-2.21610E-02
-7.328000E-06,-7.24419E-01,-2.25031E-02
-7.324800E-06,-7.14644E-01,-2.23565E-02
-7.321600E-06,-7.14644E-01,-2.22587E-02
-7.318400E-06,-7.14644E-01,-2.24542E-02
-7.315200E-06,-7.20509E-01,-2.24542E-02
-7.312000E-06,-7.20509E-01,-2.22099E-02
-7.308800E-06,-7.20509E-01,-2.26009E-02
-7.305600E-06,-7.16599E-01,-2.24542E-02
-7.302400E-06,-7.22464E-01,-2.22587E-02
-7.299200E-06,-7.18554E-01,-2.25031E-02
-7.296000E-06,-7.18554E-01,-2.24542E-02
-7.292800E-06,-7.26374E-01,-2.26009E-02
-7.289600E-06,-7.20509E-01,-2.26009E-02
-7.286400E-06,-7.20509E-01,-2.25031E-02
-7.283200E-06,-7.20509E-01,-2.26009E-02
-7.280000E-06,-7.24419E-01,-2.24054E-02
-7.276800E-06,-7.26374E-01,-2.27964E-02
-7.273600E-06,-7.20509E-01,-2.27475E-02
-7.270400E-06,-7.22464E-01,-2.26497E-02
-7.267200E-06,-7.20509E-01,-2.26009E-02
-7.264000E-06,-7.24419E-01,-2.29919E-02
-7.260800E-06,-7.20509E-01,-2.27475E-02
-7.257600E-06,-7.22464E-01,-2.28941E-02
-7.254400E-06,-7.24419E-01,-2.32362E-02
-7.251200E-06,-7.20509E-01,-2.30407E-02
-7.248000E-06,-7.20509E-01,-2.27964E-02
-7.244800E-06,-7.24419E-01,-2.31385E-02
-7.241600E-06,-7.18554E-01,-2.34317E-02
-7.238400E-06,-7.20509E-01,-2.27475E-02
-7.235200E-06,-7.20509E-01,-2.29919E-02
-7.232000E-06,-7.24419E-01,-2.33340E-02
-7.228800E-06,-7.18554E-01,-2.30896E-02
-7.225600E-06,-7.22464E-01,-2.29430E-02
-7.222400E-06,-7.14644E-01,-2.29919E-02
-7.219200E-06,-7.20509E-01,-2.32362E-02
-7.216000E-06,-7.24419E-01,-2.28452E-02
-7.212800E-06,-7.26374E-01,-2.31385E-02
-7.209600E-06,-7.22464E-01,-2.32851E-02
-7.206400E-06,-7.22464E-01,-2.29919E-02
-7.203200E-06,-7.16599E-01,-2.27964E-02
-7.200000E-06,-7.26374E-01,-2.31874E-02
-7.196800E-06,-7.20509E-01,-2.30407E-02
-7.193600E-06,-7.26374E-01,-2.27475E-02
-7.190400E-06,-7.20509E-01,-2.30407E-02
-7.187200E-06,-7.20509E-01,-2.31385E-02
-7.184000E-06,-7.24419E-01,-2.26497E-02
-7.180800E-06,-7.20509E-01,-2.27964E-02
-7.177600E-06,-7.22464E-01,-2.32851E-02
-7.174400E-06,-7.26374E-01,-2.26009E-02
-7.171200E-06,-7.24419E-01,-2.26986E-02
-7.168000E-06,-7.24419E-01,-2.31385E-02
-7.164800E-06,-7.20509E-01,-2.26497E-02
-7.161600E-06,-7.24419E-01,-2.23565E-02
-7.158400E-06,-7.20509E-01,-2.28452E-02
-7.155200E-06,-7.24419E-01,-2.28941E-02
-7.152000E-06,-7.20509E-01,-2.23565E-02
-7.148800E-06,-7.22464E-01,-2.26497E-02
-7.145600E-06,-7.24419E-01,-2.26497E-02
-7.142400E-06,-7.24419E-01,-2.23076E-02
-7.139200E-06,-7.26374E-01,-2.27475E-02
-7.136000E-06,-7.26374E-01,-2.26497E-02
-7.132800E-06,-7.26374E-01,-2.24054E-02
-7.129600E-06,-7.30284E-01,-2.26009E-02
-7.126400E-06,-7.20509E-01,-2.26497E-02
-7.123200E-06,-7.26374E-01,-2.25031E-02
-7.120000E-06,-7.28329E-01,-2.27964E-02
-7.116800E-06,-7.28329E-01,-2.26497E-02
-7.113600E-06,-7.20509E-01,-2.26009E-02
-7.110400E-06,-7.22464E-01,-2.27964E-02
-7.107200E-06,-7.24419E-01,-2.27964E-02
-7.104000E-06,-7.24419E-01,-2.26497E-02
-7.100800E-06,-7.26374E-01,-2.30407E-02
-7.097600E-06,-7.20509E-01,-2.28452E-02
-7.094400E-06,-7.24419E-01,-2.28452E-02
-7.091200E-06,-7.26374E-01,-2.31385E-02
-7.088000E-06,-7.24419E-01,-2.30896E-02
-7.084800E-06,-7.28329E-01,-2.28941E-02
-7.081600E-06,-7.24419E-01,-2.33340E-02
-7.078400E-06,-7.22464E-01,-2.31385E-02
-7.075200E-06,-7.20509E-01,-2.28941E-02
-7.072000E-06,-7.30284E-01,-2.34317E-02
-7.068800E-06,-7.22464E-01,-2.28941E-02
-7.065600E-06,-7.26374E-01,-2.28941E-02
-7.062400E-06,-7.22464E-01,-2.34806E-02
-7.059200E-06,-7.26374E-01,-2.28941E-02
-7.056000E-06,-7.22464E-01,-2.26986E-02
-7.052800E-06,-7.26374E-01,-2.34806E-02
-7.049600E-06,-7.26374E-01,-2.26986E-02
-7.046400E-06,-7.28329E-01,-2.26986E-02
-7.043200E-06,-7.24419E-01,-2.33829E-02
-7.040000E-06,-7.26374E-01,-2.28452E-02
-7.036800E-06,-7.24419E-01,-2.24542E-02
-7.033600E-06,-7.28329E-01,-2.33340E-02
-7.030400E-06,-7.22464E-01,-2.27964E-02
-7.027200E-06,-7.24419E-01,-2.22587E-02
-7.024000E-06,-7.24419E-01,-2.30407E-02
-7.020800E-06,-7.26374E-01,-2.29430E-02
-7.017600E-06,-7.16599E-01,-2.22587E-02
-7.014400E-06,-7.22464E-01,-2.28941E-02
-7.011200E-06,-7.22464E-01,-2.29919E-02
-7.008000E-06,-7.28329E-01,-2.26497E-02
-7.004800E-06,-7.22464E-01,-2.31385E-02
-7.001600E-06,-7.28329E-01,-2.29430E-02
-6.998400E-06,-7.28329E-01,-2.27964E-02
-6.995200E-06,-7.26374E-01,-2.33340E-02
-6.992000E-06,-7.26374E-01,-2.28452E-02
-6.988800E-06,-7.26374E-01,-2.27475E-02
-6.985600E-06,-7.20509E-01,-2.33340E-02
-6.982400E-06,-7.24419E-01,-2.30407E-02
-6.979200E-06,-7.20509E-01,-2.27964E-02
-6.976000E-06,-7.30284E-01,-2.36272E-02
-6.972800E-06,-7.20509E-01,-2.29430E-02
-6.969600E-06,-7.26374E-01,-2.27964E-02
-6.966400E-06,-7.28329E-01,-2.35784E-02
-6.963200E-06,-7.30284E-01,-2.32851E-02
-6.960000E-06,-7.24419E-01,-2.25520E-02
-6.956800E-06,-7.32239E-01,-2.36761E-02
-6.953600E-06,-7.28329E-01,-2.31385E-02
-6.950400E-06,-7.24419E-01,-2.26497E-02
-6.947200E-06,-7.26374E-01,-2.35295E-02
-6.944000E-06,-7.24419E-01,-2.31874E-02
-6.940800E-06,-7.30284E-01,-2.24542E-02
-6.937600E-06,-7.26374E-01,-2.29919E-02
-6.934400E-06,-7.22464E-01,-2.31874E-02
-6.931200E-06,-7.26374E-01,-2.26009E-02
-6.928000E-06,-7.24419E-01,-2.29430E-02
-6.924800E-06,-7.28329E-01,-2.32362E-02
-6.921600E-06,-7.16599E-01,-2.26009E-02
-6.918400E-06,-7.28329E-01,-2.29919E-02
-6.915200E-06,-7.22464E-01,-2.28941E-02
-6.912000E-06,-7.28329E-01,-2.27475E-02
-6.908800E-06,-7.26374E-01,-2.30896E-02
-6.905600E-06,-7.26374E-01,-2.30896E-02
-6.902400E-06,-7.22464E-01,-2.27964E-02
-6.899200E-06,-7.24419E-01,-2.31874E-02
-6.896000E-06,-7.26374E-01,-2.30896E-02
-6.892800E-06,-7.30284E-01,-2.28452E-02
-6.889600E-06,-7.30284E-01,-2.30407E-02
-6.886400E-06,-7.32239E-01,-2.31385E-02
-6.883200E-06,-7.28329E-01,-2.27964E-02
-6.880000E-06,-7.28329E-01,-2.33829E-02
-6.876800E-06,-7.24419E-01,-2.29919E-02
-6.873600E-06,-7.30284E-01,-2.29430E-02
-6.870400E-06,-7.28329E-01,-2.35295E-02
-6.867200E-06,-7.22464E-01,-2.29430E-02
-6.864000E-06,-7.28329E-01,-2.29430E-02
-6.860800E-06,-7.28329E-01,-2.35295E-02
-6.857600E-06,-7.22464E-01,-2.30407E-02
-6.854400E-06,-7.28329E-01,-2.25520E-02
-6.851200E-06,-7.22464E-01,-2.35295E-02
-6.848000E-06,-7.26374E-01,-2.29430E-02
-6.844800E-06,-7.28329E-01,-2.23565E-02
-6.841600E-06,-7.28329E-01,-2.34806E-02
-6.838400E-06,-7.26374E-01,-2.30896E-02
-6.835200E-06,-7.32239E-01,-2.22099E-02
-6.832000E-06,-7.28329E-01,-2.33340E-02
-6.828800E-06,-7.30284E-01,-2.34317E-02
-6.825600E-06,-7.24419E-01,-2.24054E-02
-6.822400E-06,-7.26374E-01,-2.30407E-02
-6.819200E-06,-7.26374E-01,-2.36761E-02
-6.816000E-06,-7.24419E-01,-2.26986E-02
-6.812800E-06,-7.20509E-01,-2.29430E-02
-6.809600E-06,-7.30284E-01,-2.35784E-02
-6.806400E-06,-7.28329E-01,-2.29430E-02
-6.803200E-06,-7.20509E-01,-2.29919E-02
-6.800000E-06,-7.32239E-01,-2.35784E-02
-6.796800E-06,-7.32239E-01,-2.30896E-02
-6.793600E-06,-7.32239E-01,-2.29919E-02
-6.790400E-06,-7.28329E-01,-2.31385E-02
-6.787200E-06,-7.26374E-01,-2.33340E-02
-6.784000E-06,-7.30284E-01,-2.31874E-02
-6.780800E-06,-7.26374E-01,-2.26986E-02
-6.777600E-06,-7.24419E-01,-2.29919E-02
-6.774400E-06,-7.26374E-01,-2.34317E-02
-6.771200E-06,-7.28329E-01,-2.29430E-02
-6.768000E-06,-7.26374E-01,-2.24542E-02
-6.764800E-06,-7.24419E-01,-2.32851E-02
-6.761600E-06,-7.24419E-01,-2.31874E-02
-6.758400E-06,-7.28329E-01,-2.26986E-02
-6.755200E-06,-7.28329E-01,-2.32851E-02
-6.752000E-06,-7.30284E-01,-2.32362E-02
-6.748800E-06,-7.18554E-01,-2.28452E-02
-6.745600E-06,-7.32239E-01,-2.36272E-02
-6.742400E-06,-7.30284E-01,-2.32362E-02
-6.739200E-06,-7.30284E-01,-2.31874E-02
-6.736000E-06,-7.26374E-01,-2.35295E-02
-6.732800E-06,-7.28329E-01,-2.33340E-02
-6.729600E-06,-7.22464E-01,-2.29919E-02
-6.726400E-06,-7.26374E-01,-2.37250E-02
-6.723200E-06,-7.26374E-01,-2.35295E-02
-6.720000E-06,-7.28329E-01,-2.30896E-02
-6.716800E-06,-7.26374E-01,-2.34317E-02
-6.713600E-06,-7.32239E-01,-2.34806E-02
-6.710400E-06,-7.24419E-01,-2.28941E-02
-6.707200E-06,-7.24419E-01,-2.31874E-02
-6.704000E-06,-7.28329E-01,-2.31385E-02
-6.700800E-06,-7.28329E-01,-2.29430E-02
-6.697600E-06,-7.28329E-01,-2.34806E-02
-6.694400E-06,-7.26374E-01,-2.31385E-02
-6.691200E-06,-7.24419E-01,-2.27964E-02
-6.688000E-06,-7.30284E-01,-2.30407E-02
-6.684800E-06,-7.28329E-01,-2.30407E-02
-6.681600E-06,-7.30284E-01,-2.29430E-02
-6.678400E-06,-7.28329E-01,-2.29430E-02
-6.675200E-06,-7.28329E-01,-2.31385E-02
-6.672000E-06,-7.26374E-01,-2.27964E-02
-6.668800E-06,-7.28329E-01,-2.30407E-02
-6.665600E-06,-7.26374E-01,-2.31874E-02
-6.662400E-06,-7.30284E-01,-2.28941E-02
-6.659200E-06,-7.22464E-01,-2.31874E-02
-6.656000E-06,-7.26374E-01,-2.28941E-02
-6.652800E-06,-7.26374E-01,-2.27475E-02
-6.649600E-06,-7.24419E-01,-2.32362E-02
-6.646400E-06,-7.24419E-01,-2.27964E-02
-6.643200E-06,-7.28329E-01,-2.28452E-02
-6.640000E-06,-7.26374E-01,-2.31874E-02
-6.636800E-06,-7.24419E-01,-2.27475E-02
-6.633600E-06,-7.28329E-01,-2.24542E-02
-6.630400E-06,-7.26374E-01,-2.29919E-02
-6.627200E-06,-7.28329E-01,-2.29919E-02
-6.624000E-06,-7.30284E-01,-2.26009E-02
-6.620800E-06,-7.20509E-01,-2.28941E-02
-6.617600E-06,-7.28329E-01,-2.29430E-02
-6.614400E-06,-7.26374E-01,-2.26497E-02
-6.611200E-06,-7.28329E-01,-2.27475E-02
-6.608000E-06,-7.24419E-01,-2.30896E-02
-6.604800E-06,-7.28329E-01,-2.27475E-02
-6.601600E-06,-7.24419E-01,-2.27964E-02
-6.598400E-06,-7.30284E-01,-2.29919E-02
-6.595200E-06,-7.28329E-01,-2.30896E-02
-6.592000E-06,-7.26374E-01,-2.28452E-02
-6.588800E-06,-7.22464E-01,-2.29430E-02
-6.585600E-06,-7.28329E-01,-2.30896E-02
-6.582400E-06,-7.24419E-01,-2.31385E-02
-6.579200E-06,-7.26374E-01,-2.28452E-02
-6.576000E-06,-7.24419E-01,-2.30407E-02
-6.572800E-06,-7.28329E-01,-2.31874E-02
-6.569600E-06,-7.22464E-01,-2.28941E-02
-6.566400E-06,-7.26374E-01,-2.29919E-02
-6.563200E-06,-7.34194E-01,-2.33340E-02
-6.560000E-06,-7.28329E-01,-2.29919E-02
-6.556800E-06,-7.24419E-01,-2.28941E-02
-6.553600E-06,-7.26374E-01,-2.31874E-02
-6.550400E-06,-7.24419E-01,-2.29919E-02
-6.547200E-06,-7.22464E-01,-2.29430E-02
-6.544000E-06,-7.20509E-01,-2.33829E-02
-6.540800E-06,-7.28329E-01,-2.31874E-02
-6.537600E-06,-7.22464E-01,-2.30407E-02
-6.534400E-06,-7.28329E-01,-2.33829E-02
-6.531200E-06,-7.34194E-01,-2.34317E-02
-6.528000E-06,-7.26374E-01,-2.31385E-02
-6.524800E-06,-7.24419E-01,-2.35784E-02
-6.521600E-06,-7.24419E-01,-2.33829E-02
-6.518400E-06,-7.26374E-01,-2.32362E-02
-6.515200E-06,-7.32239E-01,-2.36272E-02
-6.512000E-06,-7.22464E-01,-2.35784E-02
-6.508800E-06,-7.24419E-01,-2.32362E-02
-6.505600E-06,-7.26374E-01,-2.35295E-02
-6.502400E-06,-7.28329E-01,-2.34317E-02
-6.499200E-06,-7.20509E-01,-2.33340E-02
-6.496000E-06,-7.26374E-01,-2.34317E-02
-6.492800E-06,-7.24419E-01,-2.33829E-02
-6.489600E-06,-7.28329E-01,-2.30896E-02
-6.486400E-06,-7.22464E-01,-2.33340E-02
-6.483200E-06,-7.30284E-01,-2.33340E-02
-6.480000E-06,-7.20509E-01,-2.29919E-02
-6.476800E-06,-7.26374E-01,-2.31874E-02
