in s,C1 in V,C2 in V
-7.540480E-05,-6.46219E-01,-2.15256E-02
-7.540160E-05,-6.46219E-01,-2.10857E-02
-7.539840E-05,-6.52084E-01,-2.08414E-02
-7.539520E-05,-6.50129E-01,-2.15745E-02
-7.539200E-05,-6.50129E-01,-2.13301E-02
-7.538880E-05,-6.44264E-01,-2.08414E-02
-7.538560E-05,-6.54039E-01,-2.16234E-02
-7.538240E-05,-6.48174E-01,-2.14279E-02
-7.537920E-05,-6.46219E-01,-2.07925E-02
-7.537600E-05,-6.50129E-01,-2.15256E-02
-7.537280E-05,-6.54039E-01,-2.16234E-02
-7.536960E-05,-6.48174E-01,-2.08414E-02
-7.536640E-05,-6.52084E-01,-2.14279E-02
-7.536320E-05,-6.50129E-01,-2.17211E-02
-7.536000E-05,-6.50129E-01,-2.12812E-02
-7.535680E-05,-6.44264E-01,-2.12324E-02
-7.535360E-05,-6.55994E-01,-2.18677E-02
-7.535040E-05,-6.44264E-01,-2.12812E-02
-7.534720E-05,-6.48174E-01,-2.13790E-02
-7.534400E-05,-6.50129E-01,-2.16722E-02
-7.534080E-05,-6.54039E-01,-2.12812E-02
-7.533760E-05,-6.48174E-01,-2.16234E-02
-7.533440E-05,-6.48174E-01,-2.15745E-02
-7.533120E-05,-6.50129E-01,-2.14279E-02
-7.532800E-05,-6.50129E-01,-2.15745E-02
-7.532480E-05,-6.50129E-01,-2.15256E-02
-7.532160E-05,-6.52084E-01,-2.12812E-02
-7.531840E-05,-6.52084E-01,-2.19166E-02
-7.531520E-05,-6.54039E-01,-2.14767E-02
-7.531200E-05,-6.52084E-01,-2.11346E-02
-7.530880E-05,-6.50129E-01,-2.19166E-02
-7.530560E-05,-6.54039E-01,-2.17700E-02
-7.530240E-05,-6.55994E-01,-2.10369E-02
-7.529920E-05,-6.55994E-01,-2.18677E-02
-7.529600E-05,-6.54039E-01,-2.19166E-02
-7.529280E-05,-6.54039E-01,-2.11835E-02
-7.528960E-05,-6.50129E-01,-2.16234E-02
-7.528640E-05,-6.57949E-01,-2.19655E-02
-7.528320E-05,-6.55994E-01,-2.13301E-02
-7.528000E-05,-6.54039E-01,-2.17211E-02
-7.527680E-05,-6.55994E-01,-2.21610E-02
-7.527360E-05,-6.57949E-01,-2.14767E-02
-7.527040E-05,-6.55994E-01,-2.17211E-02
-7.526720E-05,-6.54039E-01,-2.21610E-02
-7.526400E-05,-6.55994E-01,-2.15256E-02
-7.526080E-05,-6.59904E-01,-2.19655E-02
-7.525760E-05,-6.59904E-01,-2.22099E-02
-7.525440E-05,-6.57949E-01,-2.17211E-02
-7.525120E-05,-6.52084E-01,-2.17211E-02
-7.524800E-05,-6.57949E-01,-2.21610E-02
-7.524480E-05,-6.54039E-01,-2.18677E-02
-7.524160E-05,-6.55994E-01,-2.17211E-02
-7.523840E-05,-6.55994E-01,-2.19166E-02
-7.523520E-05,-6.57949E-01,-2.18677E-02
-7.523200E-05,-6.57949E-01,-2.19166E-02
-7.522880E-05,-6.57949E-01,-2.18677E-02
-7.522560E-05,-6.57949E-01,-2.17211E-02
-7.522240E-05,-6.57949E-01,-2.19166E-02
-7.521920E-05,-6.61859E-01,-2.18677E-02
-7.521600E-05,-6.59904E-01,-2.17211E-02
-7.521280E-05,-6.63814E-01,-2.19655E-02
-7.520960E-05,-6.52084E-01,-2.17700E-02
-7.520640E-05,-6.63814E-01,-2.15256E-02
-7.520320E-05,-6.59904E-01,-2.20632E-02
-7.520000E-05,-6.59904E-01,-2.18189E-02
-7.519680E-05,-6.63814E-01,-2.13790E-02
-7.519360E-05,-6.67724E-01,-2.19655E-02
-7.519040E-05,-6.63814E-01,-2.18677E-02
-7.518720E-05,-6.63814E-01,-2.13301E-02
-7.518400E-05,-6.61859E-01,-2.17700E-02
-7.518080E-05,-6.57949E-01,-2.18677E-02
-7.517760E-05,-6.63814E-01,-2.10857E-02
-7.517440E-05,-6.63814E-01,-2.15256E-02
-7.517120E-05,-6.59904E-01,-2.20632E-02
-7.516800E-05,-6.63814E-01,-2.13301E-02
-7.516480E-05,-6.63814E-01,-2.15256E-02
-7.516160E-05,-6.63814E-01,-2.20144E-02
-7.515840E-05,-6.63814E-01,-2.15256E-02
-7.515520E-05,-6.59904E-01,-2.13790E-02
-7.515200E-05,-6.61859E-01,-2.20632E-02
-7.514880E-05,-6.67724E-01,-2.16722E-02
-7.514560E-05,-6.59904E-01,-2.14767E-02
-7.514240E-05,-6.69679E-01,-2.17211E-02
-7.513920E-05,-6.63814E-01,-2.17211E-02
-7.513600E-05,-6.69679E-01,-2.16722E-02
-7.513280E-05,-6.69679E-01,-2.17211E-02
-7.512960E-05,-6.69679E-01,-2.17211E-02
-7.512640E-05,-6.65769E-01,-2.16234E-02
-7.512320E-05,-6.63814E-01,-2.15256E-02
-7.512000E-05,-6.63814E-01,-2.14279E-02
-7.511680E-05,-6.69679E-01,-2.18677E-02
-7.511360E-05,-6.69679E-01,-2.16234E-02
-7.511040E-05,-6.63814E-01,-2.11835E-02
-7.510720E-05,-6.59904E-01,-2.15256E-02
-7.510400E-05,-6.67724E-01,-2.17700E-02
-7.510080E-05,-6.63814E-01,-2.12812E-02
-7.509760E-05,-6.63814E-01,-2.15256E-02
-7.509440E-05,-6.65769E-01,-2.16722E-02
-7.509120E-05,-6.71634E-01,-2.11346E-02
-7.508800E-05,-6.67724E-01,-2.13790E-02
-7.508480E-05,-6.63814E-01,-2.17211E-02
-7.508160E-05,-6.69679E-01,-2.11835E-02
-7.507840E-05,-6.69679E-01,-2.12812E-02
-7.507520E-05,-6.65769E-01,-2.15745E-02
-7.507200E-05,-6.67724E-01,-2.13790E-02
-7.506880E-05,-6.65769E-01,-2.12812E-02
-7.506560E-05,-6.65769E-01,-2.14279E-02
-7.506240E-05,-6.67724E-01,-2.13301E-02
-7.505920E-05,-6.75544E-01,-2.12324E-02
-7.505600E-05,-6.69679E-01,-2.13790E-02
-7.505280E-05,-6.71634E-01,-2.13301E-02
-7.504960E-05,-6.71634E-01,-2.12812E-02
-7.504640E-05,-6.75544E-01,-2.15256E-02
-7.504320E-05,-6.71634E-01,-2.12812E-02
-7.504000E-05,-6.71634E-01,-2.15256E-02
-7.503680E-05,-6.71634E-01,-2.13790E-02
-7.503360E-05,-6.71634E-01,-2.13790E-02
-7.503040E-05,-6.67724E-01,-2.15256E-02
-7.502720E-05,-6.73589E-01,-2.13790E-02
-7.502400E-05,-6.71634E-01,-2.12812E-02
-7.502080E-05,-6.75544E-01,-2.13790E-02
-7.501760E-05,-6.67724E-01,-2.15256E-02
-7.501440E-05,-6.73589E-01,-2.12812E-02
-7.501120E-05,-6.75544E-01,-2.15745E-02
-7.500800E-05,-6.75544E-01,-2.14767E-02
-7.500480E-05,-6.73589E-01,-2.13790E-02
-7.500160E-05,-6.71634E-01,-2.16722E-02
-7.499840E-05,-6.69679E-01,-2.14767E-02
-7.499520E-05,-6.69679E-01,-2.15256E-02
-7.499200E-05,-6.71634E-01,-2.19166E-02
-7.498880E-05,-6.73589E-01,-2.16234E-02
-7.498560E-05,-6.71634E-01,-2.15256E-02
-7.498240E-05,-6.77499E-01,-2.19166E-02
-7.497920E-05,-6.73589E-01,-2.18189E-02
-7.497600E-05,-6.77499E-01,-2.14767E-02
-7.497280E-05,-6.71634E-01,-2.19655E-02
-7.496960E-05,-6.73589E-01,-2.19166E-02
-7.496640E-05,-6.71634E-01,-2.15745E-02
-7.496320E-05,-6.79454E-01,-2.17700E-02
-7.496000E-05,-6.71634E-01,-2.22099E-02
-7.495680E-05,-6.67724E-01,-2.19166E-02
-7.495360E-05,-6.73589E-01,-2.18189E-02
-7.495040E-05,-6.73589E-01,-2.21121E-02
-7.494720E-05,-6.73589E-01,-2.21121E-02
-7.494400E-05,-6.77499E-01,-2.18677E-02
-7.494080E-05,-6.69679E-01,-2.22099E-02
-7.493760E-05,-6.77499E-01,-2.23565E-02
-7.493440E-05,-6.71634E-01,-2.20144E-02
-7.493120E-05,-6.77499E-01,-2.21121E-02
-7.492800E-05,-6.71634E-01,-2.26009E-02
-7.492480E-05,-6.75544E-01,-2.22587E-02
-7.492160E-05,-6.75544E-01,-2.20144E-02
-7.491840E-05,-6.81409E-01,-2.24542E-02
-7.491520E-05,-6.77499E-01,-2.24542E-02
-7.491200E-05,-6.83364E-01,-2.20632E-02
-7.490880E-05,-6.77499E-01,-2.23565E-02
-7.490560E-05,-6.79454E-01,-2.28452E-02
-7.490240E-05,-6.77499E-01,-2.22587E-02
-7.489920E-05,-6.83364E-01,-2.24542E-02
-7.489600E-05,-6.77499E-01,-2.28941E-02
-7.489280E-05,-6.77499E-01,-2.24054E-02
-7.488960E-05,-6.73589E-01,-2.23565E-02
-7.488640E-05,-6.81409E-01,-2.29430E-02
-7.488320E-05,-6.85319E-01,-2.24542E-02
-7.488000E-05,-6.79454E-01,-2.24054E-02
-7.487680E-05,-6.85319E-01,-2.26986E-02
-7.487360E-05,-6.87274E-01,-2.24542E-02
-7.487040E-05,-6.81409E-01,-2.22587E-02
-7.486720E-05,-6.85319E-01,-2.26009E-02
-7.486400E-05,-6.81409E-01,-2.22587E-02
-7.486080E-05,-6.85319E-01,-2.22587E-02
-7.485760E-05,-6.85319E-01,-2.23076E-02
-7.485440E-05,-6.83364E-01,-2.23076E-02
-7.485120E-05,-6.79454E-01,-2.22587E-02
-7.484800E-05,-6.83364E-01,-2.23565E-02
-7.484480E-05,-6.83364E-01,-2.22587E-02
-7.484160E-05,-6.89229E-01,-2.19655E-02
-7.483840E-05,-6.83364E-01,-2.22099E-02
-7.483520E-05,-6.91184E-01,-2.19166E-02
-7.483200E-05,-6.83364E-01,-2.17211E-02
-7.482880E-05,-6.81409E-01,-2.18189E-02
-7.482560E-05,-6.77499E-01,-2.16234E-02
-7.482240E-05,-6.83364E-01,-2.16722E-02
-7.481920E-05,-6.83364E-01,-2.16722E-02
-7.481600E-05,-6.83364E-01,-2.11835E-02
-7.481280E-05,-6.89229E-01,-2.12324E-02
-7.480960E-05,-6.83364E-01,-2.12324E-02
-7.480640E-05,-6.87274E-01,-2.07925E-02
-7.480320E-05,-6.87274E-01,-2.09391E-02
-7.480000E-05,-6.89229E-01,-2.10857E-02
-7.479680E-05,-6.87274E-01,-2.04504E-02
-7.479360E-05,-6.81409E-01,-2.04992E-02
-7.479040E-05,-6.85319E-01,-2.07925E-02
-7.478720E-05,-6.81409E-01,-2.02060E-02
-7.478400E-05,-6.85319E-01,-2.01082E-02
-7.478080E-05,-6.85319E-01,-2.05481E-02
-7.477760E-05,-6.89229E-01,-2.00105E-02
-7.477440E-05,-6.83364E-01,-1.97172E-02
-7.477120E-05,-6.91184E-01,-2.03037E-02
-7.476800E-05,-6.85319E-01,-1.99616E-02
-7.476480E-05,-6.93139E-01,-1.94729E-02
-7.476160E-05,-6.85319E-01,-2.00594E-02
-7.475840E-05,-6.89229E-01,-1.98639E-02
-7.475520E-05,-6.79454E-01,-1.95706E-02
-7.475200E-05,-6.87274E-01,-1.98639E-02
-7.474880E-05,-6.89229E-01,-1.97172E-02
-7.474560E-05,-6.91184E-01,-1.96684E-02
-7.474240E-05,-6.85319E-01,-1.97172E-02
-7.473920E-05,-6.89229E-01,-1.94729E-02
-7.473600E-05,-6.89229E-01,-1.99616E-02
-7.473280E-05,-6.91184E-01,-1.99616E-02
-7.472960E-05,-6.87274E-01,-1.97172E-02
-7.472640E-05,-6.91184E-01,-2.01082E-02
-7.472320E-05,-6.87274E-01,-2.04992E-02
-7.472000E-05,-6.91184E-01,-1.98150E-02
-7.471680E-05,-6.91184E-01,-2.03037E-02
-7.471360E-05,-6.93139E-01,-2.07925E-02
-7.471040E-05,-6.87274E-01,-2.02549E-02
-7.470720E-05,-6.91184E-01,-2.03037E-02
-7.470400E-05,-6.93139E-01,-2.11835E-02
-7.470080E-05,-6.91184E-01,-2.05481E-02
-7.469760E-05,-6.91184E-01,-2.04992E-02
-7.469440E-05,-6.93139E-01,-2.14767E-02
-7.469120E-05,-6.89229E-01,-2.09880E-02
-7.468800E-05,-6.93139E-01,-2.06459E-02
-7.468480E-05,-6.91184E-01,-2.16234E-02
-7.468160E-05,-6.93139E-01,-2.11835E-02
-7.467840E-05,-6.87274E-01,-2.09880E-02
-7.467520E-05,-6.89229E-01,-2.18677E-02
-7.467200E-05,-6.89229E-01,-2.14279E-02
-7.466880E-05,-6.93139E-01,-2.09880E-02
-7.466560E-05,-6.89229E-01,-2.17211E-02
-7.466240E-05,-6.95094E-01,-2.15256E-02
-7.465920E-05,-6.91184E-01,-2.15256E-02
-7.465600E-05,-6.93139E-01,-2.19166E-02
-7.465280E-05,-6.95094E-01,-2.17700E-02
-7.464960E-05,-6.95094E-01,-2.17211E-02
-7.464640E-05,-6.91184E-01,-2.21610E-02
-7.464320E-05,-6.99004E-01,-2.20632E-02
-7.464000E-05,-6.93139E-01,-2.18677E-02
-7.463680E-05,-6.95094E-01,-2.22099E-02
-7.463360E-05,-6.97049E-01,-2.22587E-02
-7.463040E-05,-6.93139E-01,-2.19166E-02
-7.462720E-05,-6.93139E-01,-2.22587E-02
-7.462400E-05,-7.00959E-01,-2.23565E-02
-7.462080E-05,-6.87274E-01,-2.20632E-02
-7.461760E-05,-6.93139E-01,-2.22099E-02
-7.461440E-05,-6.95094E-01,-2.21121E-02
-7.461120E-05,-6.93139E-01,-2.20632E-02
-7.460800E-05,-6.91184E-01,-2.21610E-02
-7.460480E-05,-6.99004E-01,-2.19166E-02
-7.460160E-05,-6.97049E-01,-2.19166E-02
-7.459840E-05,-6.97049E-01,-2.24054E-02
-7.459520E-05,-6.93139E-01,-2.18189E-02
-7.459200E-05,-7.02914E-01,-2.19655E-02
-7.458880E-05,-6.99004E-01,-2.26009E-02
-7.458560E-05,-6.97049E-01,-2.20144E-02
-7.458240E-05,-6.93139E-01,-2.21610E-02
-7.457920E-05,-6.95094E-01,-2.27475E-02
-7.457600E-05,-6.97049E-01,-2.20144E-02
-7.457280E-05,-7.00959E-01,-2.17700E-02
-7.456960E-05,-6.99004E-01,-2.29430E-02
-7.456640E-05,-6.99004E-01,-2.22099E-02
-7.456320E-05,-6.97049E-01,-2.16722E-02
-7.456000E-05,-7.02914E-01,-2.28941E-02
-7.455680E-05,-7.00959E-01,-2.27475E-02
-7.455360E-05,-6.97049E-01,-2.19166E-02
-7.455040E-05,-6.93139E-01,-2.26497E-02
-7.454720E-05,-6.99004E-01,-2.27475E-02
-7.454400E-05,-6.93139E-01,-2.19166E-02
-7.454080E-05,-7.02914E-01,-2.23076E-02
-7.453760E-05,-6.99004E-01,-2.26497E-02
-7.453440E-05,-7.02914E-01,-2.21610E-02
-7.453120E-05,-6.99004E-01,-2.23565E-02
-7.452800E-05,-7.00959E-01,-2.23076E-02
-7.452480E-05,-6.99004E-01,-2.24054E-02
-7.452160E-05,-6.99004E-01,-2.23565E-02
-7.451840E-05,-6.95094E-01,-2.25031E-02
-7.451520E-05,-7.00959E-01,-2.23076E-02
-7.451200E-05,-7.00959E-01,-2.24054E-02
-7.450880E-05,-6.95094E-01,-2.21610E-02
-7.450560E-05,-7.02914E-01,-2.19166E-02
-7.450240E-05,-7.02914E-01,-2.24542E-02
-7.449920E-05,-6.97049E-01,-2.20144E-02
-7.449600E-05,-7.00959E-01,-2.20144E-02
-7.449280E-05,-7.02914E-01,-2.24542E-02
-7.448960E-05,-7.02914E-01,-2.20144E-02
-7.448640E-05,-7.04869E-01,-2.15745E-02
-7.448320E-05,-7.00959E-01,-2.21610E-02
-7.448000E-05,-7.02914E-01,-2.21121E-02
-7.447680E-05,-7.04869E-01,-2.15745E-02
-7.447360E-05,-7.04869E-01,-2.21610E-02
-7.447040E-05,-7.10734E-01,-2.20632E-02
-7.446720E-05,-7.00959E-01,-2.16722E-02
-7.446400E-05,-7.02914E-01,-2.21610E-02
-7.446080E-05,-7.02914E-01,-2.22099E-02
-7.445760E-05,-7.00959E-01,-2.16722E-02
-7.445440E-05,-7.00959E-01,-2.21121E-02
-7.445120E-05,-7.06824E-01,-2.21610E-02
-7.444800E-05,-7.00959E-01,-2.17700E-02
-7.444480E-05,-7.00959E-01,-2.21121E-02
-7.444160E-05,-6.99004E-01,-2.21610E-02
-7.443840E-05,-7.02914E-01,-2.20144E-02
-7.443520E-05,-6.99004E-01,-2.21121E-02
-7.443200E-05,-7.08779E-01,-2.22099E-02
-7.442880E-05,-7.00959E-01,-2.19655E-02
-7.442560E-05,-7.04869E-01,-2.22099E-02
-7.442240E-05,-6.99004E-01,-2.23076E-02
-7.441920E-05,-7.02914E-01,-2.20632E-02
-7.441600E-05,-7.00959E-01,-2.24054E-02
-7.441280E-05,-7.02914E-01,-2.24054E-02
-7.440960E-05,-6.97049E-01,-2.22587E-02
-7.440640E-05,-7.04869E-01,-2.24542E-02
-7.440320E-05,-7.04869E-01,-2.24054E-02
-7.440000E-05,-7.02914E-01,-2.23565E-02
-7.439680E-05,-7.04869E-01,-2.26009E-02
-7.439360E-05,-7.04869E-01,-2.23565E-02
-7.439040E-05,-7.04869E-01,-2.23076E-02
-7.438720E-05,-7.04869E-01,-2.28941E-02
-7.438400E-05,-7.00959E-01,-2.24542E-02
-7.438080E-05,-7.00959E-01,-2.22099E-02
-7.437760E-05,-7.04869E-01,-2.26986E-02
-7.437440E-05,-7.08779E-01,-2.25520E-02
-7.437120E-05,-7.04869E-01,-2.19655E-02
-7.436800E-05,-7.08779E-01,-2.26497E-02
-7.436480E-05,-7.04869E-01,-2.25520E-02
-7.436160E-05,-7.06824E-01,-2.18189E-02
-7.435840E-05,-7.08779E-01,-2.25031E-02
-7.435520E-05,-7.10734E-01,-2.26497E-02
-7.435200E-05,-7.00959E-01,-2.18677E-02
-7.434880E-05,-7.10734E-01,-2.21610E-02
-7.434560E-05,-7.00959E-01,-2.26986E-02
-7.434240E-05,-7.06824E-01,-2.19655E-02
-7.433920E-05,-7.02914E-01,-2.19166E-02
-7.433600E-05,-7.04869E-01,-2.26986E-02
-7.433280E-05,-7.06824E-01,-2.23076E-02
-7.432960E-05,-7.06824E-01,-2.20632E-02
-7.432640E-05,-7.08779E-01,-2.24054E-02
-7.432320E-05,-7.02914E-01,-2.26009E-02
-7.432000E-05,-7.02914E-01,-2.23565E-02
-7.431680E-05,-7.10734E-01,-2.26009E-02
-7.431360E-05,-7.08779E-01,-2.26009E-02
-7.431040E-05,-7.06824E-01,-2.26009E-02
-7.430720E-05,-7.02914E-01,-2.22099E-02
-7.430400E-05,-7.12689E-01,-2.22587E-02
-7.430080E-05,-7.06824E-01,-2.23565E-02
-7.429760E-05,-7.08779E-01,-2.23076E-02
-7.429440E-05,-7.06824E-01,-2.21610E-02
-7.429120E-05,-7.14644E-01,-2.22099E-02
-7.428800E-05,-7.06824E-01,-2.26009E-02
-7.428480E-05,-7.12689E-01,-2.24054E-02
-7.428160E-05,-7.10734E-01,-2.24054E-02
-7.427840E-05,-7.12689E-01,-2.23076E-02
-7.427520E-05,-7.08779E-01,-2.21121E-02
-7.427200E-05,-7.06824E-01,-2.25031E-02
-7.426880E-05,-7.10734E-01,-2.25520E-02
-7.426560E-05,-7.08779E-01,-2.22587E-02
-7.426240E-05,-7.02914E-01,-2.24542E-02
-7.425920E-05,-7.08779E-01,-2.27475E-02
-7.425600E-05,-7.06824E-01,-2.26009E-02
-7.425280E-05,-7.10734E-01,-2.24542E-02
-7.424960E-05,-7.08779E-01,-2.25520E-02
-7.424640E-05,-7.18554E-01,-2.28941E-02
-7.424320E-05,-7.12689E-01,-2.27964E-02
-7.424000E-05,-7.14644E-01,-2.25031E-02
-7.423680E-05,-7.08779E-01,-2.28452E-02
-7.423360E-05,-7.12689E-01,-2.30896E-02
-7.423040E-05,-7.06824E-01,-2.25031E-02
-7.422720E-05,-7.16599E-01,-2.26009E-02
-7.422400E-05,-7.14644E-01,-2.29430E-02
-7.422080E-05,-7.20509E-01,-2.26497E-02
-7.421760E-05,-7.14644E-01,-2.25031E-02
-7.421440E-05,-7.14644E-01,-2.26986E-02
-7.421120E-05,-7.16599E-01,-2.27964E-02
-7.420800E-05,-7.18554E-01,-2.24542E-02
-7.420480E-05,-7.12689E-01,-2.25520E-02
-7.420160E-05,-7.16599E-01,-2.27475E-02
-7.419840E-05,-7.10734E-01,-2.24542E-02
-7.419520E-05,-7.12689E-01,-2.23076E-02
-7.419200E-05,-7.12689E-01,-2.25520E-02
-7.418880E-05,-7.16599E-01,-2.24542E-02
-7.418560E-05,-7.08779E-01,-2.25031E-02
-7.418240E-05,-7.14644E-01,-2.26497E-02
-7.417920E-05,-7.16599E-01,-2.25520E-02
-7.417600E-05,-7.16599E-01,-2.26497E-02
-7.417280E-05,-7.10734E-01,-2.25031E-02
-7.416960E-05,-7.12689E-01,-2.24542E-02
-7.416640E-05,-7.14644E-01,-2.28941E-02
-7.416320E-05,-7.16599E-01,-2.26009E-02
-7.416000E-05,-7.16599E-01,-2.24542E-02
-7.415680E-05,-7.20509E-01,-2.26009E-02
-7.415360E-05,-7.14644E-01,-2.26497E-02
-7.415040E-05,-7.12689E-01,-2.26009E-02
-7.414720E-05,-7.16599E-01,-2.25031E-02
-7.414400E-05,-7.18554E-01,-2.26986E-02
-7.414080E-05,-7.16599E-01,-2.27475E-02
-7.413760E-05,-7.14644E-01,-2.26009E-02
-7.413440E-05,-7.14644E-01,-2.26497E-02
-7.413120E-05,-7.18554E-01,-2.28941E-02
-7.412800E-05,-7.16599E-01,-2.24542E-02
-7.412480E-05,-7.24419E-01,-2.24542E-02
-7.412160E-05,-7.20509E-01,-2.29919E-02
-7.411840E-05,-7.14644E-01,-2.24542E-02
-7.411520E-05,-7.16599E-01,-2.22587E-02
-7.411200E-05,-7.20509E-01,-2.26986E-02
-7.410880E-05,-7.16599E-01,-2.26497E-02
-7.410560E-05,-7.24419E-01,-2.20632E-02
-7.410240E-05,-7.14644E-01,-2.24542E-02
-7.409920E-05,-7.14644E-01,-2.26009E-02
-7.409600E-05,-7.16599E-01,-2.19166E-02
-7.409280E-05,-7.24419E-01,-2.23565E-02
-7.408960E-05,-7.16599E-01,-2.24542E-02
-7.408640E-05,-7.20509E-01,-2.19655E-02
-7.408320E-05,-7.08779E-01,-2.20632E-02
-7.408000E-05,-7.16599E-01,-2.22099E-02
-7.407680E-05,-7.12689E-01,-2.22099E-02
-7.407360E-05,-7.14644E-01,-2.20144E-02
-7.407040E-05,-7.14644E-01,-2.21610E-02
-7.406720E-05,-7.22464E-01,-2.20632E-02
-7.406400E-05,-7.12689E-01,-2.19655E-02
-7.406080E-05,-7.22464E-01,-2.21121E-02
-7.405760E-05,-7.14644E-01,-2.21121E-02
-7.405440E-05,-7.20509E-01,-2.23565E-02
-7.405120E-05,-7.08779E-01,-2.21610E-02
-7.404800E-05,-7.10734E-01,-2.20144E-02
-7.404480E-05,-7.20509E-01,-2.22587E-02
-7.404160E-05,-7.20509E-01,-2.26009E-02
-7.403840E-05,-7.12689E-01,-2.21121E-02
-7.403520E-05,-7.18554E-01,-2.25520E-02
-7.403200E-05,-7.22464E-01,-2.24542E-02
-7.402880E-05,-7.20509E-01,-2.22587E-02
-7.402560E-05,-7.12689E-01,-2.24542E-02
-7.402240E-05,-7.20509E-01,-2.28941E-02
-7.401920E-05,-7.18554E-01,-2.23076E-02
-7.401600E-05,-7.14644E-01,-2.25520E-02
-7.401280E-05,-7.20509E-01,-2.26009E-02
-7.400960E-05,-7.22464E-01,-2.26497E-02
-7.400640E-05,-7.20509E-01,-2.28452E-02
-7.400320E-05,-7.26374E-01,-2.27964E-02
-7.400000E-05,-7.20509E-01,-2.26986E-02
-7.399680E-05,-7.22464E-01,-2.29430E-02
-7.399360E-05,-7.16599E-01,-2.26497E-02
-7.399040E-05,-7.18554E-01,-2.26986E-02
-7.398720E-05,-7.18554E-01,-2.32362E-02
-7.398400E-05,-7.20509E-01,-2.27475E-02
-7.398080E-05,-7.20509E-01,-2.26009E-02
-7.397760E-05,-7.20509E-01,-2.31385E-02
-7.397440E-05,-7.16599E-01,-2.29919E-02
-7.397120E-05,-7.20509E-01,-2.26009E-02
-7.396800E-05,-7.22464E-01,-2.32362E-02
-7.396480E-05,-7.24419E-01,-2.32851E-02
-7.396160E-05,-7.18554E-01,-2.25520E-02
-7.395840E-05,-7.20509E-01,-2.31874E-02
-7.395520E-05,-7.20509E-01,-2.31874E-02
-7.395200E-05,-7.24419E-01,-2.26009E-02
-7.394880E-05,-7.20509E-01,-2.29919E-02
-7.394560E-05,-7.20509E-01,-2.31874E-02
-7.394240E-05,-7.26374E-01,-2.26497E-02
-7.393920E-05,-7.18554E-01,-2.29430E-02
-7.393600E-05,-7.18554E-01,-2.31874E-02
-7.393280E-05,-7.20509E-01,-2.26497E-02
-7.392960E-05,-7.14644E-01,-2.29430E-02
-7.392640E-05,-7.28329E-01,-2.30896E-02
-7.392320E-05,-7.20509E-01,-2.26497E-02
-7.392000E-05,-7.18554E-01,-2.27964E-02
-7.391680E-05,-7.18554E-01,-2.30407E-02
-7.391360E-05,-7.22464E-01,-2.26497E-02
-7.391040E-05,-7.22464E-01,-2.28452E-02
-7.390720E-05,-7.24419E-01,-2.33829E-02
-7.390400E-05,-7.24419E-01,-2.27964E-02
-7.390080E-05,-7.24419E-01,-2.29919E-02
-7.389760E-05,-7.18554E-01,-2.34317E-02
-7.389440E-05,-7.28329E-01,-2.27964E-02
-7.389120E-05,-7.20509E-01,-2.29919E-02
-7.388800E-05,-7.28329E-01,-2.32851E-02
-7.388480E-05,-7.20509E-01,-2.27964E-02
-7.388160E-05,-7.20509E-01,-2.29919E-02
-7.387840E-05,-7.22464E-01,-2.31874E-02
-7.387520E-05,-7.24419E-01,-2.28941E-02
-7.387200E-05,-7.20509E-01,-2.30407E-02
-7.386880E-05,-7.20509E-01,-2.29430E-02
-7.386560E-05,-7.18554E-01,-2.29919E-02
-7.386240E-05,-7.20509E-01,-2.31874E-02
-7.385920E-05,-7.20509E-01,-2.27964E-02
-7.385600E-05,-7.26374E-01,-2.26497E-02
-7.385280E-05,-7.22464E-01,-2.32851E-02
-7.384960E-05,-7.26374E-01,-2.31385E-02
-7.384640E-05,-7.20509E-01,-2.23076E-02
-7.384320E-05,-7.22464E-01,-2.32362E-02
-7.384000E-05,-7.20509E-01,-2.31874E-02
-7.383680E-05,-7.20509E-01,-2.23565E-02
-7.383360E-05,-7.18554E-01,-2.29919E-02
-7.383040E-05,-7.26374E-01,-2.33340E-02
-7.382720E-05,-7.20509E-01,-2.25031E-02
-7.382400E-05,-7.26374E-01,-2.27964E-02
-7.382080E-05,-7.22464E-01,-2.33829E-02
-7.381760E-05,-7.28329E-01,-2.26497E-02
-7.381440E-05,-7.20509E-01,-2.26009E-02
-7.381120E-05,-7.22464E-01,-2.31385E-02
-7.380800E-05,-7.22464E-01,-2.26986E-02
-7.380480E-05,-7.26374E-01,-2.26009E-02
-7.380160E-05,-7.18554E-01,-2.27475E-02
-7.379840E-05,-7.26374E-01,-2.26009E-02
-7.379520E-05,-7.22464E-01,-2.25520E-02
-7.379200E-05,-7.20509E-01,-2.26009E-02
-7.378880E-05,-7.24419E-01,-2.24542E-02
-7.378560E-05,-7.26374E-01,-2.26986E-02
-7.378240E-05,-7.20509E-01,-2.25031E-02
-7.377920E-05,-7.22464E-01,-2.23565E-02
-7.377600E-05,-7.28329E-01,-2.26497E-02
-7.377280E-05,-7.28329E-01,-2.24054E-02
-7.376960E-05,-7.20509E-01,-2.19166E-02
-7.376640E-05,-7.28329E-01,-2.26009E-02
-7.376320E-05,-7.24419E-01,-2.26986E-02
-7.376000E-05,-7.24419E-01,-2.17211E-02
-7.375680E-05,-7.22464E-01,-2.24542E-02
-7.375360E-05,-7.30284E-01,-2.29430E-02
